Image1,Image2,TrueLabel,PredictedLabel,SimilarityScore
verification_dataset/counterfeit_BrandY/IMG_0862_png.rf.4beb9114015698aec2c4b430fdf062bf_1.jpg,verification_dataset/counterfeit_BrandY/IMG_1670_png.rf.11ba03de1ac1040a67ffbead3aea368b_1.jpg,1,1,0.9999948740005493
verification_dataset/authentic_BrandW/IMG_1318_png.rf.bbbf6d406d2b8c0d84103789ef3398e0_1.jpg,verification_dataset/authentic_BrandW/IMG_9684_png.rf.ea49cdf11be5cf7de2ea129920cc5ec9_1.jpg,1,1,1.0
verification_dataset/authentic_BrandY/IMG_0999_png.rf.aadbbe5fafc33e2380ced55ecc8c360f_0.jpg,verification_dataset/counterfeit_BrandW/IMG_1169_png.rf.a1d356637f9ddc1aa6f17401bece005b_1.jpg,0,0,1.0379250348080404e-08
verification_dataset/authentic_BrandZ/IMG_6657_png.rf.13cb68430a779b428a8ed203604fb194_0.jpg,verification_dataset/counterfeit_BrandW/IMG_9923_png.rf.031cf924830738c9b696818758d0de74_1.jpg,0,0,2.9552043034897224e-09
verification_dataset/authentic_BrandX/IMG_1759_png.rf.986b8caa3006f6aaa0552d107986debd_0.jpg,verification_dataset/authentic_BrandX/IMG_6288_png.rf.5d1cc79f40fcdcfc75135927f2fe0dd3_0.jpg,1,1,0.9999246597290039
verification_dataset/authentic_BrandX/IMG_1199_png.rf.83a7f46dfee34c134b6e66b68b9b6b06_1.jpg,verification_dataset/authentic_BrandX/IMG_1244_png.rf.88223e2558d82c715f039e1f4db159a0_0.jpg,1,1,0.999521017074585
verification_dataset/authentic_BrandX/IMG_1868_png.rf.a435178f2a9684b9e8e3f32ccc037b32_0.jpg,verification_dataset/authentic_BrandX/IMG_4998_png.rf.420f3d0dd9d20859122ab252c99188f0_1.jpg,1,1,0.9999904632568359
verification_dataset/authentic_BrandX/IMG_1877_png.rf.3a3c0a9368c35237bb29d9842390bc40_0.jpg,verification_dataset/authentic_BrandZ/IMG_0757_png.rf.2e94b238fa38b6be5dd5f3f55027c2b4_0.jpg,0,0,2.0290851807658328e-06
verification_dataset/counterfeit_BrandX/IMG_1830_png.rf.91dccf3c92cf8544b2357bc80a8e9d37_0.jpg,verification_dataset/counterfeit_BrandX/IMG_1813_png.rf.fe4a0dcb1b29850354d7bfbe2defe190_1.jpg,1,1,0.9972366094589233
verification_dataset/authentic_BrandZ/IMG_5934_png.rf.b97818bacaca19a6d9f83eb7964247a5_0.jpg,verification_dataset/authentic_BrandZ/IMG_5396_png.rf.9d2975cc37de1e438c22dbd9b326c58b_0.jpg,1,1,0.9974919557571411
verification_dataset/counterfeit_BrandZ/IMG_6053_png.rf.9ea55017afcfed2eafd5d0d3f62db6db_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_6034_png.rf.9eb4a69358cc9d32bf6fd4998a1d59c3_0.jpg,1,1,0.9871941208839417
verification_dataset/authentic_BrandW/IMG_1421_png.rf.4fe33c2d66d9ad837d8ccb75938b2402_0.jpg,verification_dataset/authentic_BrandW/IMG_9563_png.rf.c6b3984694da3a2d1759eac14111ac9e_0.jpg,1,1,1.0
verification_dataset/counterfeit_BrandX/IMG_5724_png.rf.72e5e0cd471871b297d3f1a7917c8b9f_1.jpg,verification_dataset/counterfeit_BrandX/IMG_5614_png.rf.5163673367d5f00766e90d25d3585f8c_0.jpg,1,1,0.9985513091087341
verification_dataset/authentic_BrandZ/IMG_5948_png.rf.45192b75a7a2024d95f8f6024e7d1d68_1.jpg,verification_dataset/authentic_BrandY/IMG_2077_png.rf.d73387ac0002f18d16e5adc7e61038a3_0.jpg,0,0,9.52115351537941e-06
verification_dataset/counterfeit_BrandX/IMG_1520_png.rf.5433ac0f9849d2861e73923176bcff99_1.jpg,verification_dataset/counterfeit_BrandX/IMG_5637_png.rf.9a0fc983f62cf752b7e3cd3d240d2a80_1.jpg,1,1,0.9995174407958984
verification_dataset/authentic_BrandZ/IMG_5489_png.rf.f1dec066f5caf46b984e66c40b55d4d0_0.jpg,verification_dataset/authentic_BrandZ/IMG_6653_png.rf.c36eefd9bf40da3ecc34123cc5b35bb5_0.jpg,1,1,0.9997491240501404
verification_dataset/authentic_BrandW/IMG_0310_png.rf.27774a8933816f457d98a9daa1b2dcf1_0.jpg,verification_dataset/authentic_BrandW/IMG_9809_png.rf.a70aed83fe141bd7ace69850913ff4a6_1.jpg,1,1,0.9999960660934448
verification_dataset/authentic_BrandW/IMG_9607_png.rf.24f38bfeeec1730794b0471329406f09_1.jpg,verification_dataset/counterfeit_BrandY/IMG_1439_png.rf.35b2a2c8465f5caa97940a141db86e20_0.jpg,0,0,1.245732739185712e-09
verification_dataset/counterfeit_BrandZ/IMG_1564_png.rf.74ffd974acdf23dacef534eba060b604_1.jpg,verification_dataset/counterfeit_BrandX/IMG_6408_png.rf.f19ccb0fdc7bd636fcc9fe43011be67c_0.jpg,0,0,1.343381512697306e-07
verification_dataset/counterfeit_BrandX/IMG_5697_png.rf.5230d5c5bf38035667a38dad5a46f7df_1.jpg,verification_dataset/counterfeit_BrandX/IMG_1665_png.rf.2f0eba998368c8082f943ac342bb2c6d_1.jpg,1,1,0.9998871088027954
verification_dataset/authentic_BrandX/IMG_1899_png.rf.680ff0ba546cf50db84ca0a3a6a62a60_0.jpg,verification_dataset/authentic_BrandW/IMG_0249_png.rf.d28e3b2d75c26dd333dea57630fbfb97_0.jpg,0,0,1.993031390964961e-12
verification_dataset/authentic_BrandX/IMG_5710_png.rf.2f8acd7706dddf47b702d7a1dbf9c0cd_0.jpg,verification_dataset/authentic_BrandX/IMG_1494_png.rf.d361a8bd3474d22e9fa58262acad326e_1.jpg,1,1,0.9999991655349731
verification_dataset/counterfeit_BrandW/IMG_9969_png.rf.4bcd4970eab8a242f3444e0c1f1aadd2_0.jpg,verification_dataset/counterfeit_BrandW/IMG_0077_png.rf.af203692484207aa4c20402662b0cb00_1.jpg,1,1,0.999871015548706
verification_dataset/counterfeit_BrandY/IMG_1442_png.rf.47650dba604ed74facab19c99460b6c2_1.jpg,verification_dataset/authentic_BrandY/IMG_0774_png.rf.54ed3c3d04487bc066834066f1f9d21e_0.jpg,0,0,9.082882570510264e-06
verification_dataset/authentic_BrandW/IMG_1386_png.rf.5b358195e2a1be70df86f8662a7736ef_1.jpg,verification_dataset/counterfeit_BrandY/IMG_2070_png.rf.d68e3ee0b0666fd88efcefff9795dae2_0.jpg,0,0,2.166940807563425e-13
verification_dataset/counterfeit_BrandY/IMG_1962_png.rf.8b81a6dfd66716c73f3a1b5c809d6e44_1.jpg,verification_dataset/authentic_BrandY/IMG_2178_png.rf.26f280d983f93921a5fc2c3a32c8e43a_0.jpg,0,0,8.723306382307783e-05
verification_dataset/authentic_BrandZ/IMG_6143_png.rf.00c2d353a8a5ba8b1d628b2e4db3daf7_1.jpg,verification_dataset/counterfeit_BrandY/IMG_0663_png.rf.fa976ef83c55c3418720694630a748e8_1.jpg,0,0,8.328258083167839e-10
verification_dataset/counterfeit_BrandZ/IMG_6829_png.rf.490aadc3d0f5c6cd48cd9cb58cff8e6a_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_5407_png.rf.79194fca591ea5ace10dbc6f18933fe6_0.jpg,1,1,0.9998373985290527
verification_dataset/authentic_BrandX/IMG_0625_png.rf.52513a118a42dbb37920f195d17e0e0f_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_0735_png.rf.349d0cea0152dc7c667b3295703fdb65_1.jpg,0,0,9.126603917053444e-10
verification_dataset/counterfeit_BrandZ/IMG_1511_png.rf.ba2fd82df406bdc686cca1eaff8766e7_1.jpg,verification_dataset/counterfeit_BrandY/IMG_2301_png.rf.9a0c84ebd4b8822011d2e2c46a6cfeed_0.jpg,0,0,0.0004226335440762341
verification_dataset/counterfeit_BrandW/IMG_1440_png.rf.b0c0ef9a9d2fc7c50b4d677d111ab50a_1.jpg,verification_dataset/counterfeit_BrandW/IMG_1366_png.rf.aaa25eac771b9ea97c8d36e2976c9efa_1.jpg,1,1,0.9999327659606934
verification_dataset/authentic_BrandX/IMG_5610_png.rf.740294cc2978f7b9948d055bc23d8656_0.jpg,verification_dataset/authentic_BrandX/IMG_6403_png.rf.b0d6c88a820da017e6bf0693ed28f952_1.jpg,1,1,0.9999819993972778
verification_dataset/authentic_BrandY/IMG_0838_png.rf.c44f6131c8bb8b1f1f0638416b589adb_1.jpg,verification_dataset/counterfeit_BrandY/IMG_1780_png.rf.180c16f960f255ff3e9ce3bfc3cf4b4c_1.jpg,0,0,0.008038057014346123
verification_dataset/authentic_BrandZ/IMG_5517_png.rf.9a5b673613edf7565f7566272687d64c_1.jpg,verification_dataset/authentic_BrandZ/IMG_5534_png.rf.a371fe45539051d999cf67d3c2df9737_0.jpg,1,1,0.9910298585891724
verification_dataset/counterfeit_BrandX/IMG_5064_png.rf.0ca5e268272d257a037c3f800154ba53_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_5474-1-_png.rf.5497e8c019920de0f14d09255f8b623a_0.jpg,0,0,8.670402174004721e-09
verification_dataset/authentic_BrandY/IMG_2343_png.rf.600ff8dc1baba7e4756b1a1ae74ae300_1.jpg,verification_dataset/authentic_BrandY/IMG_2020_png.rf.41aa0e9f502d052bec090c8897409a6e_0.jpg,1,1,0.9997877478599548
verification_dataset/counterfeit_BrandX/IMG_1868_png.rf.a435178f2a9684b9e8e3f32ccc037b32_1.jpg,verification_dataset/authentic_BrandZ/IMG_1582_png.rf.3e75744a60a3485ba0e7ae34f56e7695_1.jpg,0,0,5.493076154529375e-13
verification_dataset/authentic_BrandY/IMG_0759_png.rf.48d7b9282bfe202146d9a66c6ecbbd39_1.jpg,verification_dataset/authentic_BrandY/IMG_2070_png.rf.d68e3ee0b0666fd88efcefff9795dae2_1.jpg,1,1,0.9999803304672241
verification_dataset/counterfeit_BrandW/IMG_0155_png.rf.87a00c0b9f718d639854f428db544124_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_6648_png.rf.82584405f5250d9a9a86f86620a23bad_0.jpg,0,0,4.8097817284542543e-08
verification_dataset/authentic_BrandX/IMG_5622_png.rf.52dfbfbe77fd87740dab107974c4848e_0.jpg,verification_dataset/authentic_BrandW/IMG_0106_png.rf.7b19b4fa2a011ca3a1462a6df01891ba_1.jpg,0,0,2.0122396587538005e-13
verification_dataset/counterfeit_BrandZ/IMG_1021_png.rf.69815796ac93e1c26dae6b1ea3076f86_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_0744_png.rf.aa0430219ac0ffd9e826325d04bc5790_0.jpg,1,1,0.9999737739562988
verification_dataset/authentic_BrandY/IMG_1950_png.rf.c8b197f3a45127aa6bdc9c39ca998cea_0.jpg,verification_dataset/authentic_BrandY/IMG_2103_png.rf.adeffd3a81be846810f1b5b1b3dbd0ae_1.jpg,1,1,0.999998927116394
verification_dataset/counterfeit_BrandY/IMG_1778_png.rf.fff54071cb58d55bc043f55fde04837a_1.jpg,verification_dataset/authentic_BrandZ/IMG_6647_png.rf.1c7653abe6c5cfbd2ef87a9b37bbcd08_0.jpg,0,0,4.053248758850714e-08
verification_dataset/authentic_BrandY/IMG_2129_png.rf.b29d2cf8e119692d48b17bf17939e274_0.jpg,verification_dataset/authentic_BrandZ/IMG_1532_png.rf.b96a5b994a7d450b6ed3c5ffe5987f88_0.jpg,0,0,2.4965755073935725e-05
verification_dataset/counterfeit_BrandX/IMG_1492_png.rf.abe125d31ecf08bb5ad33f125062e332_1.jpg,verification_dataset/counterfeit_BrandX/IMG_5156_png.rf.137e8797dc6286e1663c6287d8737484_0.jpg,1,1,0.9987730383872986
verification_dataset/authentic_BrandW/IMG_1141_png.rf.9ef57ec7dff7d16c55188eb3d96eb492_0.jpg,verification_dataset/counterfeit_BrandW/IMG_0170_png.rf.7c197a58be005e93b708204047ca69ea_1.jpg,0,0,1.3882780081075907e-07
verification_dataset/counterfeit_BrandX/IMG_0571_png.rf.2790dde353330e9cbae968bbc8b1f3c7_1.jpg,verification_dataset/counterfeit_BrandX/IMG_1230_png.rf.4c81c4e55838b37bab28a2956b72f201_1.jpg,1,1,0.9996050000190735
verification_dataset/counterfeit_BrandZ/IMG_0779_png.rf.d657ede8c736476cedd6e2704bc67c83_0.jpg,verification_dataset/authentic_BrandZ/IMG_6080_png.rf.6de5022c45aec22d4f77b376762860a1_0.jpg,0,0,0.0042008450254797935
verification_dataset/authentic_BrandY/IMG_0988_png.rf.60701d5af574ec986ce422b6a7b5b467_0.jpg,verification_dataset/authentic_BrandY/IMG_0556_png.rf.89a9e755016eb6d7bc611572f91c3868_0.jpg,1,1,0.9999638795852661
verification_dataset/authentic_BrandX/IMG_6305_png.rf.6f21aad942d36fa723188bdba1644253_1.jpg,verification_dataset/authentic_BrandZ/IMG_1109_png.rf.0c8403a1e2c536430e3a5cea5ad2ac11_0.jpg,0,0,6.187234976096079e-05
verification_dataset/authentic_BrandW/IMG_9884_png.rf.154c6a05063d18a0e52b0bb1603fcae0_1.jpg,verification_dataset/authentic_BrandW/IMG_1394_png.rf.26cc37de66e7db620502d5380d58be57_0.jpg,1,1,0.9999998807907104
verification_dataset/authentic_BrandY/IMG_0898_png.rf.10af42ad1bd03032b75e931c2faf796a_0.jpg,verification_dataset/counterfeit_BrandY/IMG_0852_png.rf.2efc4dfe9c782f33fa1d823571685cfe_0.jpg,0,0,1.710959622869268e-05
verification_dataset/authentic_BrandY/IMG_2057_png.rf.c04e11a0f5dabd0c1a202d47162e4dfb_1.jpg,verification_dataset/authentic_BrandY/IMG_2352_png.rf.b9ae538bc76a65bde2fa56c7255b82e8_0.jpg,1,1,0.9999933242797852
verification_dataset/authentic_BrandW/IMG_1225_png.rf.62a30a55f967614a22f0d4f4e838c7de_0.jpg,verification_dataset/authentic_BrandX/IMG_6270_png.rf.1ae6619c7f10db4625a113f8ecbb228e_0.jpg,0,0,3.476382593251004e-12
verification_dataset/counterfeit_BrandX/IMG_5594_png.rf.ba4bb2bcbe96a0d891ca7b20307c6e79_3.jpg,verification_dataset/authentic_BrandX/IMG_1686_png.rf.7e0ce0cc10d0ce6a488cc73148a0a5fc_0.jpg,0,0,0.02064669318497181
verification_dataset/authentic_BrandY/IMG_2050_png.rf.6e7c91849f624b8900403517a932ea6e_1.jpg,verification_dataset/authentic_BrandY/IMG_1934_png.rf.fc9fe270d7d45e10d5c53e725f7bb4ec_1.jpg,1,1,0.9999905824661255
verification_dataset/authentic_BrandY/IMG_0927_png.rf.3359904780f7bed8188bcdae244412e0_0.jpg,verification_dataset/authentic_BrandY/IMG_0597_png.rf.2546b92aca55804b828a09e9e5c78eba_0.jpg,1,1,0.9999759197235107
verification_dataset/counterfeit_BrandX/IMG_1701_png.rf.d3ca31c591550da6d7ea4ff553a52d64_0.jpg,verification_dataset/counterfeit_BrandX/IMG_1503_png.rf.99b0b71c3e859b8dc69a4fc628261584_1.jpg,1,1,0.999981164932251
verification_dataset/counterfeit_BrandX/IMG_1151_png.rf.72077be4c996c376278aaf433123aabe_0.jpg,verification_dataset/counterfeit_BrandX/IMG_6324_png.rf.3f6eb7eac9492c20af4ef9f30c20532c_1.jpg,1,1,0.9983236193656921
verification_dataset/counterfeit_BrandZ/IMG_5522_png.rf.f268b93e24bfe0c9d3791bde243b0059_0.jpg,verification_dataset/counterfeit_BrandY/IMG_0961_png.rf.5cc5fb743b7d551c8ec83edeec3d850d_1.jpg,0,0,1.748554439018335e-07
verification_dataset/counterfeit_BrandZ/IMG_1074_png.rf.1dbc105266899f463fd9d5de4343bd81_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_1073_png.rf.b202451b0308a61d81c3bb11b264eb54_1.jpg,1,1,0.9916819930076599
verification_dataset/authentic_BrandZ/IMG_5513_png.rf.c50a2dc0aa3300a1c6027572c78a37f7_1.jpg,verification_dataset/authentic_BrandZ/IMG_0747_png.rf.6c2b70d6f4522f06f944c7d94c26f957_0.jpg,1,1,0.9999186992645264
verification_dataset/counterfeit_BrandW/IMG_9561_png.rf.0899f4b7edd260866fc075abfb319a36_0.jpg,verification_dataset/counterfeit_BrandW/IMG_9625_png.rf.e4fe05747559905835552637469fd368_0.jpg,1,1,0.9997251629829407
verification_dataset/authentic_BrandW/IMG_1144_png.rf.b5a84c3ca0daf2f8796e25887761213e_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_6116_png.rf.0e2c84f452568973f22f068cd3c781d7_0.jpg,0,0,1.0335555328255808e-11
verification_dataset/counterfeit_BrandX/IMG_1655_png.rf.69dda4e84630458dea4836c6b9697d20_1.jpg,verification_dataset/counterfeit_BrandX/IMG_0580_png.rf.8c1043def87179790e0b63e5f726a248_1.jpg,1,1,0.9999997615814209
verification_dataset/authentic_BrandY/IMG_2314_png.rf.66dffb32ebe00511f355bf45be2d56ca_0.jpg,verification_dataset/authentic_BrandY/IMG_1713_png.rf.d57cfab4c76149d0c75e6935dda96e1f_0.jpg,1,1,0.9999986886978149
verification_dataset/authentic_BrandX/IMG_1637_png.rf.32d5ddc38e92f4d0b83f8176870b578c_1.jpg,verification_dataset/authentic_BrandY/IMG_0986_png.rf.98cb7a609ba8be25f0eb700ae48464ef_0.jpg,0,0,2.0338944750619703e-07
verification_dataset/counterfeit_BrandY/IMG_0606_png.rf.3e57772d946738068fd0f6b1eebe8e92_0.jpg,verification_dataset/counterfeit_BrandY/IMG_0714_png.rf.9292861644a2e1803abce673654fb5f7_0.jpg,1,1,0.9999996423721313
verification_dataset/counterfeit_BrandZ/IMG_1098_png.rf.3b90ceacf554034c583eaf173e3a8451_0.jpg,verification_dataset/authentic_BrandY/IMG_0901_png.rf.5dd9cd33c740165356c221c78f19181c_1.jpg,0,0,3.20364956785113e-09
verification_dataset/counterfeit_BrandW/IMG_0088_png.rf.03215977714f15826a98c4f88cbf8c42_0.jpg,verification_dataset/counterfeit_BrandW/IMG_1127_png.rf.e723a22e8e6473fc80d9d85b1e185f86_1.jpg,1,1,0.9995550513267517
verification_dataset/authentic_BrandX/IMG_1244_png.rf.88223e2558d82c715f039e1f4db159a0_0.jpg,verification_dataset/counterfeit_BrandX/IMG_5613_png.rf.130372ff8b13f81a35c7f80715f8d30d_1.jpg,0,0,4.615432317223167e-06
verification_dataset/authentic_BrandY/IMG_0724_png.rf.0375bb14fc67e07787b2dc3e01749281_1.jpg,verification_dataset/authentic_BrandY/IMG_0504_png.rf.e12141038b2209e5280fa6b6cbc52478_0.jpg,1,1,0.9993667006492615
verification_dataset/counterfeit_BrandZ/IMG_6808_png.rf.040b508949e7f2865eb75f77402643d4_0.jpg,verification_dataset/authentic_BrandW/IMG_0068_png.rf.dc8e93da0e5d587b13622ec8a0bea22c_1.jpg,0,0,8.023523179190306e-09
verification_dataset/counterfeit_BrandX/IMG_5645_png.rf.48481d19693281130b6b32c4978acb03_0.jpg,verification_dataset/authentic_BrandX/IMG_1752_png.rf.c65418da591c36f790e60a1ed68d9868_0.jpg,0,0,2.9577366149169393e-05
verification_dataset/authentic_BrandY/IMG_0754_png.rf.b2a00a9d7fd68d7e4d42fead67eecf3b_1.jpg,verification_dataset/authentic_BrandY/IMG_0544_png.rf.9558f51832677200d1a82a28c47e7b5e_0.jpg,1,1,0.9999972581863403
verification_dataset/authentic_BrandZ/IMG_1026_png.rf.b0863184dc762bf3bbe235b752df52ff_0.jpg,verification_dataset/authentic_BrandZ/IMG_0808_png.rf.3998e853436385b99f8a89505736c66e_0.jpg,1,1,0.9954376816749573
verification_dataset/authentic_BrandW/IMG_9933_png.rf.0d6e4d123236db6152ed69fcd73f3be8_0.jpg,verification_dataset/counterfeit_BrandW/IMG_0161_png.rf.7916a9e110aee142b1aa426712c7d76b_0.jpg,0,0,0.01706257462501526
verification_dataset/counterfeit_BrandY/IMG_0550_png.rf.be48006a4bee0db7f41cb2be6441b851_1.jpg,verification_dataset/authentic_BrandW/IMG_0153_png.rf.ecc683d3b5a1decb005c83083c53ddac_0.jpg,0,0,1.989529962997949e-08
verification_dataset/authentic_BrandZ/IMG_6845_png.rf.4b502daf814d3a888a10eab1708ec293_1.jpg,verification_dataset/authentic_BrandZ/IMG_5435_png.rf.2897af85c8b30518a5b4d6c62ebe51db_0.jpg,1,1,0.9999697208404541
verification_dataset/counterfeit_BrandW/IMG_0241_png.rf.1bb8ab2f0a502529ab041295a00bf2d1_1.jpg,verification_dataset/counterfeit_BrandX/IMG_1164_png.rf.e77a278a5454e8881d5d6a89551e6188_1.jpg,0,0,2.0635371811295045e-07
verification_dataset/authentic_BrandW/IMG_9936_png.rf.7a10279649acdc2c5c8fcc1fbbd6265d_0.jpg,verification_dataset/authentic_BrandY/IMG_0849_png.rf.ee83817d32ab2d694f81801f1024bbd2_1.jpg,0,0,8.732635170538572e-10
verification_dataset/counterfeit_BrandZ/IMG_6705_png.rf.1a84694e796318cfe90259e03c50a79d_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_6636_png.rf.e1eae49f8421a98eeed3adfb8b1ba56f_0.jpg,1,1,0.9999994039535522
verification_dataset/authentic_BrandZ/IMG_5953_png.rf.9ba84501b13caf941b919e7b3d9a110f_1.jpg,verification_dataset/counterfeit_BrandX/IMG_5124_png.rf.1fe741811e9e35fc65e1e5169383f493_0.jpg,0,0,4.085381277718625e-08
verification_dataset/counterfeit_BrandW/IMG_0221_png.rf.90609e6a6718e09a0e1b789a87f6ebf2_1.jpg,verification_dataset/counterfeit_BrandW/IMG_9612_png.rf.405019079aca43c389373c513ae4a38e_1.jpg,1,1,0.9999953508377075
verification_dataset/counterfeit_BrandY/IMG_0479_png.rf.7a67ee92a0531af2cd2f6703e065bcdc_1.jpg,verification_dataset/authentic_BrandW/IMG_0130_png.rf.ce8fa72015d45b5baeaca668e7902870_1.jpg,0,0,1.3273692041348983e-12
verification_dataset/counterfeit_BrandZ/IMG_6096_png.rf.31db66bb7d280936d7edaaa68ca85a35_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_6869_png.rf.e81f75f4e5979c42ea36bb9c69bbe0f2_1.jpg,1,1,0.9997099041938782
verification_dataset/counterfeit_BrandW/IMG_0134_png.rf.66d97ae49ba7ed64c1c945a2326e76fc_1.jpg,verification_dataset/counterfeit_BrandW/IMG_1123_png.rf.b37bde576479fb7ac2dc4b10cd829c24_0.jpg,1,1,0.9999959468841553
verification_dataset/counterfeit_BrandY/IMG_1749_png.rf.33ec34b8bc49ece005b77259cb3be85c_1.jpg,verification_dataset/counterfeit_BrandY/IMG_2210_png.rf.d1b23e43142b01e2f396069c1f507d56_1.jpg,1,1,0.9998388290405273
verification_dataset/counterfeit_BrandY/IMG_2100_png.rf.857cd42727853a23743b74a9431acb5a_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_5477_png.rf.832655aab86b28a6e6fc582a2155202d_1.jpg,0,0,2.597292159123299e-08
verification_dataset/counterfeit_BrandZ/IMG_1487_png.rf.8316dbc2642355eb5f22788a3dc59955_1.jpg,verification_dataset/authentic_BrandX/IMG_1193_png.rf.f89b4f62d2623608b6f05e8bfcd70578_0.jpg,0,0,2.712082459765952e-05
verification_dataset/counterfeit_BrandX/IMG_0528_png.rf.16f2e2390f781297e744ccf4351ec853_1.jpg,verification_dataset/counterfeit_BrandY/IMG_0913_png.rf.1a472fccb1f0ecf1c019102b8f5b8eeb_0.jpg,0,0,1.0056858679163838e-09
verification_dataset/counterfeit_BrandW/IMG_1421_png.rf.4fe33c2d66d9ad837d8ccb75938b2402_1.jpg,verification_dataset/authentic_BrandW/IMG_9919_png.rf.956ef992177fb68712857339c29e9d8a_0.jpg,0,0,0.0006337122176773846
verification_dataset/authentic_BrandY/IMG_0890_png.rf.c03c2490983e21e25513d71ea9974eba_0.jpg,verification_dataset/authentic_BrandX/IMG_6266_png.rf.a06895aad19afe1b57e4dc73a3d83725_0.jpg,0,0,1.4393630465292517e-07
verification_dataset/counterfeit_BrandW/IMG_9597_png.rf.b66e29620b5a043d94ff79fee3b498ee_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_1016_png.rf.8820fccbf5b511b6cd63493ff41db9c6_1.jpg,0,0,7.623963682590329e-10
verification_dataset/authentic_BrandZ/IMG_6037_png.rf.1074e70745518cdbced77fc1fb2294c2_1.jpg,verification_dataset/counterfeit_BrandY/IMG_1017_png.rf.2fae644d85a89110caa7eba2f60713bb_0.jpg,0,0,1.0584018106385429e-09
verification_dataset/counterfeit_BrandX/IMG_1183_png.rf.d5b3d28397d6b8fe276f942748297b7c_0.jpg,verification_dataset/counterfeit_BrandW/IMG_0134_png.rf.66d97ae49ba7ed64c1c945a2326e76fc_1.jpg,0,0,2.4392704869868886e-11
verification_dataset/counterfeit_BrandX/IMG_5067_png.rf.825dbefd97d7982a470b43ae7d8ef8fe_1.jpg,verification_dataset/counterfeit_BrandX/IMG_1764_png.rf.1d779281428aa034a05ea9cd71ca03a1_1.jpg,1,1,0.9999744892120361
verification_dataset/authentic_BrandW/IMG_9698_png.rf.e9a1e04eb398422ee79a638ffd73329f_0.jpg,verification_dataset/authentic_BrandW/IMG_1169_png.rf.a1d356637f9ddc1aa6f17401bece005b_0.jpg,1,1,0.9999322891235352
